N	num_bits	den_bits	lambda_bits	cancellation_g	g_factorization	v2_num	v3_g	u_num_mod_17	u_num_mod_19	u_num_mod_29	u_num_mod_31	u_num_mod_43	u_num_mod_59	u_num_mod_101	u_num_mod_251	u_num_mod_1009	u_lcd_mod_17	u_lcd_mod_19	u_lcd_mod_29	u_lcd_mod_31	u_lcd_mod_43	u_lcd_mod_59	u_lcd_mod_101	u_lcd_mod_251	u_lcd_mod_1009	code1	code2	code3	code4
0	179	185	187	3	3	4	1	3	12	28	3	14	36	21	218	875	9	17	26	9	42	49	63	152	607	1	14	140	1405
1	278	311	313	3	3	5	1	11	15	12	19	31	58	0	87	902	16	7	7	26	7	56	0	10	688	4	41	415	4159
2	380	438	440	3	3	6	1	7	7	10	25	33	42	39	44	648	4	2	1	13	13	8	16	132	935	1	15	159	1592
3	478	562	563	3	3	7	1	5	16	6	28	1	33	34	104	86	15	10	18	22	3	40	1	61	258	5	59	592	5926
4	574	682	684	3	3	8	1	7	18	5	18	38	52	15	228	392	4	16	15	23	28	38	45	182	167	9	92	926	9265
5	674	807	808	3	3	9	1	1	11	3	7	30	32	58	125	908	3	14	9	21	4	37	73	124	706	2	26	265	2653
6	766	924	930	87	3*29	10	1	1	17	7	24	28	0	83	186	1001	2	16	0	11	28	0	50	118	313	6	65	653	6535
7	863	1046	1052	57	3*19	11	1	5	13	3	24	32	25	18	24	630	13	0	26	4	18	9	16	113	595	5	53	535	5358
8	964	1172	1173	3	3	12	1	9	5	22	25	27	52	42	72	397	10	15	8	13	38	38	25	216	182	3	35	358	3589
9	1054	1286	1288	3	3	13	1	14	9	6	25	2	30	93	121	941	8	8	18	13	6	31	77	112	805	5	58	589	5897
10	1153	1410	1412	3	3	14	1	3	1	0	12	31	45	1	124	399	9	3	0	5	7	17	3	121	188	8	89	897	8979
11	1254	1536	1537	3	3	15	1	5	5	24	2	17	2	14	76	26	15	15	14	6	8	6	42	228	78	9	97	979	9793
12	1351	1657	1659	3	3	16	1	16	16	17	30	36	31	56	77	848	14	10	22	28	22	34	67	231	526	7	79	793	7932
13	1447	1778	1780	3	3	17	1	15	6	18	29	2	18	32	73	248	11	18	25	25	6	54	96	219	744	9	93	932	9323
14	1539	1894	1896	3	3	18	1	14	17	25	11	7	17	84	0	163	8	13	17	2	21	51	50	0	489	3	32	323	3238
15	1640	2020	2022	3	3	19	1	8	10	1	15	19	27	64	70	67	7	11	3	14	14	22	91	210	201	2	23	238	2384
16	1736	2141	2143	3	3	20	1	7	1	15	12	14	48	95	247	41	4	3	16	5	42	26	83	239	123	3	38	384	3846
17	1833	2262	2264	3	3	21	1	12	12	14	25	23	28	39	130	369	2	17	13	13	26	25	16	139	98	8	84	846	8462
18	1927	2381	2382	3	3	22	1	11	7	24	16	27	38	98	117	117	16	2	14	17	38	55	92	100	351	4	46	462	4626
19	2015	2494	2495	3	3	23	1	5	7	12	13	4	23	72	189	59	15	2	7	8	12	10	14	65	177	6	62	626	6264
20	2122	2625	2626	3	3	24	1	16	11	6	22	27	37	6	57	496	14	14	18	4	38	52	18	171	479	2	26	264	2643
21	2218	2745	2747	3	3	25	1	2	11	11	8	30	12	67	241	674	6	14	4	24	4	36	100	221	4	6	64	643	6433
22	2312	2864	2866	3	3	26	1	7	2	16	22	34	7	1	109	188	4	6	19	4	16	21	3	76	564	4	43	433	4338
23	2410	2987	2989	3	3	27	1	8	6	14	10	25	1	19	37	333	7	18	13	30	32	3	57	111	999	3	33	338	3383
24	2504	3106	3107	3	3	28	1	10	15	2	27	7	54	88	124	1004	13	7	6	19	21	44	62	121	994	3	38	383	3832
25	2602	3229	3230	3	3	29	1	3	6	27	30	37	33	38	49	675	9	18	23	28	25	40	13	147	7	8	83	832	8327
26	2696	3347	3349	3	3	30	1	9	2	28	21	34	53	60	57	429	10	6	26	1	16	41	79	171	278	3	32	327	3279
27	2795	3470	3472	3	3	31	1	7	13	9	15	13	2	27	127	199	4	1	27	14	39	6	81	130	597	2	27	279	2795
28	2891	3591	3592	3	3	32	1	3	18	15	30	33	16	38	177	517	9	16	16	28	13	48	13	29	542	7	79	795	7950
29	2985	3709	3711	3	3	33	1	4	9	12	3	42	17	52	12	598	12	8	7	9	40	51	55	36	785	9	95	950	9502
30	3083	3832	3834	3	3	34	1	1	1	14	5	32	52	11	171	629	3	3	13	15	10	38	33	11	878	5	50	502	5028
31	3179	3953	3954	3	3	35	1	6	8	15	3	40	20	5	13	202	1	5	16	9	34	1	15	39	606	0	2	28	288
32	3275	4073	4075	3	3	36	1	2	5	26	30	1	39	20	44	286	6	15	20	28	3	58	60	132	858	2	28	288	2884
33	3371	4194	4196	3	3	37	1	16	14	4	22	32	21	32	119	209	14	4	12	4	10	4	96	106	627	8	88	884	8841
34	3463	4310	4312	3	3	38	1	6	10	12	9	33	47	81	35	483	1	11	7	27	13	23	41	105	440	8	84	841	8419
35	3561	4433	4435	3	3	39	1	11	6	11	9	20	16	19	217	653	16	18	4	27	17	48	57	149	950	4	41	419	4197
36	3659	4556	4558	3	3	40	1	12	12	21	9	20	27	66	3	1004	2	17	5	27	17	22	97	9	994	1	19	197	1971
37	3755	4677	4678	3	3	41	1	9	12	5	23	17	46	93	124	787	10	17	15	7	8	20	77	121	343	9	97	971	9716
38	3852	4797	4799	3	3	42	1	6	4	24	16	2	37	40	207	108	1	12	14	17	6	52	19	119	324	7	71	716	7169
39	3943	4913	4915	3	3	43	1	15	8	6	15	33	53	67	178	747	11	5	18	14	13	41	100	32	223	1	16	169	1693
40	4039	5034	5040	87	3*29	44	1	5	15	5	24	40	52	61	186	295	10	13	0	11	40	40	55	118	440	6	69	693	6939
41	4140	5159	5161	3	3	45	1	6	1	24	20	3	28	53	210	53	1	3	14	29	9	25	58	128	159	9	93	939	9399
42	4236	5280	5281	3	3	46	1	13	13	16	15	33	32	24	150	847	5	1	19	14	13	37	72	199	523	3	39	399	3993
43	4329	5398	5400	3	3	47	1	5	0	13	17	1	31	67	81	747	15	0	10	20	3	34	100	243	223	9	99	993	9937
44	4425	5518	5520	3	3	48	1	15	9	17	26	24	52	19	57	504	11	8	22	16	29	38	57	171	503	9	93	937	9375
45	4524	5641	5643	3	3	49	1	12	6	10	20	37	56	12	152	209	2	18	1	29	25	50	36	205	627	3	37	375	3751
46	4620	5762	5764	3	3	50	1	2	6	22	1	29	24	16	49	394	6	18	8	3	1	13	48	147	173	7	75	751	7510
47	4713	5880	5882	3	3	51	1	6	4	25	16	23	3	93	104	305	1	12	17	17	26	9	77	61	915	5	51	510	5105
48	4812	6003	6005	3	3	52	1	7	18	22	30	1	23	85	105	959	4	16	8	28	3	10	53	64	859	1	10	105	1058
49	4905	6121	6123	3	3	53	1	16	18	27	30	24	7	78	17	55	14	16	23	28	29	21	32	51	165	0	5	58	582
50	5004	6244	6246	3	3	54	1	1	15	24	1	4	47	2	225	714	3	7	14	3	12	23	6	173	124	5	58	582	5820
51	5097	6362	6364	3	3	55	1	1	14	12	1	33	4	83	140	793	3	4	7	3	13	12	47	169	361	8	82	820	8209
52	5196	6485	6487	3	3	56	1	4	15	12	4	9	33	46	10	246	12	7	7	12	27	40	37	30	738	2	20	209	2097
53	5291	6606	6607	3	3	57	1	11	2	13	2	4	26	47	119	989	16	6	10	6	12	19	40	106	949	0	9	97	974
54	5385	6724	6726	3	3	58	1	3	9	1	6	27	40	72	79	397	9	8	3	18	38	2	14	237	182	9	97	974	9749
55	5483	6847	6848	3	3	59	1	5	12	4	0	16	11	38	23	365	15	17	12	0	5	33	13	69	86	7	74	749	7494
56	5579	6967	6969	3	3	60	1	1	6	10	14	11	26	4	193	173	3	18	1	11	33	19	12	77	519	4	49	494	4944
57	5675	7088	7090	3	3	61	1	13	12	3	5	5	16	13	197	540	5	17	9	15	15	48	39	89	611	9	94	944	9445
58	5771	7208	7210	3	3	62	1	0	18	13	15	34	19	42	52	269	0	16	10	14	16	57	25	156	807	4	44	445	4459
59	5855	7316	7318	3	3	63	1	13	5	11	8	25	6	63	157	774	5	15	4	24	32	18	88	220	304	4	45	459	4592
60	5961	7447	7449	3	3	64	1	6	7	19	15	23	36	21	42	673	1	2	28	14	26	49	63	126	1	5	59	592	5923
61	6059	7570	7572	3	3	65	1	7	14	13	4	29	49	54	65	135	4	4	10	12	1	29	61	195	405	9	92	923	9230
62	6155	7691	7692	3	3	66	1	14	11	18	3	2	41	63	68	555	8	14	25	9	6	5	88	204	656	2	23	230	2307
63	6251	7811	7813	3	3	67	1	15	18	10	24	41	53	96	36	276	11	16	1	10	37	41	86	108	828	3	30	307	3078
64	6338	7923	7929	57	3*19	68	1	7	15	28	14	21	56	30	189	380	8	0	1	23	36	6	94	231	471	0	7	78	781
65	6443	8052	8054	3	3	69	1	11	5	15	30	29	40	48	202	344	16	15	16	28	1	2	43	104	23	7	78	781	7816
66	6539	8173	8174	3	3	70	1	1	4	0	17	14	23	0	208	631	3	12	0	20	42	10	0	122	884	8	81	816	8164
67	6635	8293	8295	3	3	71	1	9	6	14	13	20	0	20	231	750	10	18	13	8	17	0	60	191	232	1	16	164	1640
68	6728	8411	8413	3	3	72	1	4	1	23	2	20	3	20	233	898	12	3	11	6	17	9	60	197	676	6	64	640	6406
69	6824	8532	8533	3	3	73	1	11	7	25	7	37	44	17	94	71	16	2	17	21	25	14	51	31	213	4	40	406	4062
70	6923	8655	8656	3	3	74	1	7	6	11	21	12	3	3	208	978	4	18	4	1	36	9	9	122	916	0	6	62	628
71	7019	8775	8777	3	3	75	1	5	7	5	23	5	56	71	111	773	15	2	15	7	15	50	11	82	301	6	62	628	6286
72	7110	8891	8892	3	3	76	1	15	8	9	28	42	4	3	213	534	11	5	27	22	40	12	9	137	593	2	28	286	2862
73	7210	9016	9018	3	3	77	1	1	1	16	10	8	15	30	243	837	3	3	19	30	24	45	90	227	493	8	86	862	8620
74	7299	9129	9136	87	3*29	78	1	7	1	8	27	9	37	42	69	436	14	11	0	24	9	33	18	230	599	6	62	620	6208
75	7402	9257	9259	3	3	79	1	10	16	11	22	28	15	17	55	835	13	10	4	4	41	45	51	165	487	2	20	208	2089
76	7494	9373	9377	15	3*5	80	1	16	4	24	30	10	41	56	198	350	2	3	12	16	21	25	32	209	205	0	8	89	899
77	7594	9498	9500	3	3	81	1	16	11	11	4	35	28	86	92	6	14	14	4	12	19	25	56	25	18	8	89	899	8998
78	7690	9618	9620	3	3	82	1	7	11	26	30	8	4	95	13	692	4	14	20	28	24	12	83	39	58	9	99	998	9986
79	7784	9737	9738	3	3	83	1	1	2	9	8	32	4	0	176	856	3	6	27	24	10	12	0	26	550	9	98	986	9862
80	7882	9859	9861	3	3	84	1	16	6	18	11	5	1	9	78	466	14	18	25	2	15	3	27	234	389	8	86	862	8628
81	7978	9980	9981	3	3	85	1	15	18	13	26	39	15	49	141	408	11	16	10	16	31	45	46	172	215	6	62	628	6280
82	8074	10100	10102	3	3	86	1	10	6	20	2	22	1	58	113	639	13	18	2	6	23	3	73	88	908	2	28	280	2803
83	8170	10221	10222	3	3	87	1	8	10	20	27	6	6	13	170	317	7	11	2	19	18	18	39	8	951	8	80	803	8034
84	8261	10337	10338	3	3	88	1	3	18	11	15	10	23	84	57	184	9	16	4	14	30	10	50	171	552	0	3	34	348
85	8359	10459	10461	3	3	89	1	16	15	1	14	5	26	58	93	204	14	7	3	11	15	19	73	28	612	3	34	348	3482
86	8457	10582	10584	3	3	90	1	4	7	13	9	27	11	61	163	609	12	2	10	27	38	33	82	238	818	4	48	482	4825
87	8553	10703	10704	3	3	91	1	8	1	17	13	18	50	30	122	703	7	3	22	8	11	32	90	115	91	8	82	825	8253
88	8649	10823	10825	3	3	92	1	16	8	19	22	5	44	57	134	841	14	5	28	4	15	14	70	151	505	2	25	253	2534
89	8740	10939	10941	3	3	93	1	13	4	26	13	17	47	72	147	11	5	12	20	8	8	23	14	190	33	5	53	534	5342
90	8841	11064	11066	3	3	94	1	1	14	26	27	24	6	89	192	657	3	4	20	19	29	18	65	74	962	3	34	342	3421
91	8937	11185	11186	3	3	95	1	8	3	24	9	26	55	69	40	118	7	9	14	27	35	47	5	120	354	4	42	421	4211
92	9033	11305	11307	3	3	96	1	16	11	9	2	41	35	39	98	213	14	14	27	6	37	46	16	43	639	2	21	211	2117
93	9124	11421	11422	3	3	97	1	11	2	1	15	41	18	36	50	13	16	6	3	14	37	54	7	150	39	1	11	117	1170
94	9216	11538	11545	201	3*67	98	1	8	1	25	29	2	39	93	9	808	10	11	8	1	15	51	8	52	968	1	17	170	1706
95	9320	11666	11668	3	3	99	1	7	4	20	4	38	48	40	49	918	4	12	2	12	28	26	19	147	736	7	70	706	7067
96	9416	11787	11788	3	3	100	1	3	10	12	12	30	6	34	134	395	9	11	7	5	4	18	1	151	176	0	6	67	679
97	9510	11905	11907	3	3	101	1	4	11	11	17	11	50	24	198	418	12	14	4	20	33	32	72	92	245	6	67	679	6798
98	9608	12028	12029	3	3	102	1	1	1	4	21	38	42	83	231	248	3	3	12	1	28	8	47	191	744	7	79	798	7982
99	9694	12138	12140	3	3	103	1	8	3	5	10	11	19	66	60	54	7	9	15	30	33	57	97	180	162	9	98	982	9821
100	9800	12269	12270	3	3	104	1	2	0	5	11	31	57	19	226	953	6	0	15	2	7	53	57	176	841	8	82	821	8214
101	9894	12387	12388	3	3	105	1	10	9	14	30	26	12	25	144	891	13	8	13	28	35	36	75	181	655	2	21	214	2148
102	9992	12510	12511	3	3	106	1	14	6	12	10	18	58	74	154	483	8	18	7	30	11	56	20	211	440	1	14	148	1480
103	10088	12630	12632	3	3	107	1	4	6	11	14	30	36	66	69	38	12	18	4	11	4	49	97	207	114	4	48	480	4808
104	10181	12748	12750	3	3	108	1	16	4	16	0	26	19	4	105	116	14	12	19	0	35	57	12	64	348	8	80	808	8086
105	10279	12871	12873	3	3	109	1	9	18	3	12	40	29	86	244	722	10	16	9	5	34	28	56	230	148	0	8	86	865
106	10375	12991	12993	3	3	110	1	6	14	22	23	18	6	85	233	629	1	4	8	7	11	18	53	197	878	8	86	865	8651
107	10471	13112	13113	3	3	111	1	1	15	7	9	3	12	7	91	913	3	7	21	27	9	36	21	22	721	6	65	651	6513
108	10562	13227	13234	87	3*29	112	1	5	7	8	26	0	11	68	4	525	10	1	0	30	0	13	58	97	270	5	51	513	5132
109	10658	13348	13350	3	3	113	1	5	12	25	22	30	42	8	236	142	15	17	17	4	4	8	24	206	426	1	13	132	1328
110	10757	13471	13472	3	3	114	1	6	8	23	12	20	0	98	189	362	1	5	11	5	17	0	92	65	77	3	32	328	3282
111	10855	13594	13595	3	3	115	1	8	7	19	12	42	55	77	183	431	7	2	28	5	40	47	29	47	284	2	28	282	2823
112	10951	13714	13716	3	3	116	1	7	12	16	14	31	43	89	237	761	4	17	19	11	7	11	65	209	265	8	82	823	8230
113	11047	13834	13836	3	3	117	1	12	6	19	27	16	19	44	101	72	2	18	28	19	5	57	31	52	216	2	23	230	2306
114	11135	13948	13950	3	3	118	1	6	8	14	11	37	11	36	58	58	1	5	13	2	25	33	7	174	174	3	30	306	3066
115	11238	14075	14077	3	3	119	1	13	18	21	5	29	9	25	209	690	5	16	5	15	1	27	75	125	52	0	6	66	664
116	11334	14196	14197	3	3	120	1	7	7	8	26	10	22	9	42	874	4	2	24	16	30	7	27	126	604	6	66	664	6647
117	11430	14316	14318	3	3	121	1	12	16	17	27	27	0	80	246	607	2	10	22	19	38	0	38	236	812	6	64	647	6470
118	11524	14434	14436	3	3	122	1	7	18	21	27	1	33	58	184	808	4	16	5	19	3	40	73	50	406	4	47	470	4709
119	11620	14555	14556	3	3	123	1	1	6	14	5	34	33	79	65	392	3	18	13	15	16	40	35	195	167	7	70	709	7093
120	11718	14678	14679	3	3	124	1	4	18	15	15	38	5	21	246	873	12	16	16	14	28	15	63	236	601	0	9	93	938
121	11809	14794	14800	57	3*19	125	1	14	15	13	11	27	43	77	131	588	16	0	16	7	34	32	46	188	219	9	93	938	9384
122	11901	14910	14918	177	3*59	126	1	11	10	25	2	19	43	27	0	773	9	3	17	13	9	0	32	0	606	3	38	384	3844
123	12005	15039	15040	3	3	127	1	5	4	9	29	22	49	84	46	502	15	12	27	25	23	29	50	138	497	8	84	844	8446
124	12099	15157	15159	3	3	128	1	7	5	5	13	36	21	37	6	295	4	15	15	8	22	4	10	18	885	4	44	446	4460
125	12197	15280	15281	3	3	129	1	13	5	13	19	39	31	88	90	416	5	15	10	26	31	34	62	19	239	4	46	460	4609
126	12291	15398	15399	3	3	130	1	0	7	26	27	17	26	15	246	314	0	2	20	19	8	19	45	236	942	6	60	609	6095
127	12389	15521	15522	3	3	131	1	2	6	12	7	32	26	64	194	533	6	18	7	21	10	19	91	80	590	0	9	95	955
128	12485	15641	15643	3	3	132	1	13	7	9	4	39	27	42	32	558	5	2	27	12	31	22	25	96	665	9	95	955	9550
129	12578	15759	15761	3	3	133	1	15	2	27	26	16	7	59	242	966	11	6	23	16	5	21	76	224	880	5	55	550	5505
130	12677	15882	15883	3	3	134	1	14	1	16	25	7	18	35	127	50	8	3	19	13	21	54	4	130	150	5	50	505	5058
131	12772	16002	16004	3	3	135	1	15	12	21	25	3	42	22	32	690	11	17	5	13	9	8	66	96	52	0	5	58	582
132	12868	16123	16124	3	3	136	1	10	16	21	5	16	3	69	236	64	13	10	5	15	5	9	5	206	192	5	58	582	5822
133	12964	16243	16245	3	3	137	1	11	5	28	15	27	57	10	243	410	16	15	26	14	38	53	30	227	221	8	82	822	8223
134	13053	16357	16358	3	3	138	1	3	1	23	6	26	47	96	69	943	9	3	11	18	35	23	86	207	811	2	22	223	2231
135	13151	16479	16481	3	3	139	1	16	5	22	24	10	47	43	144	226	14	15	8	10	30	23	28	181	678	2	23	231	2317
136	13252	16604	16606	3	3	140	1	3	10	4	18	6	47	66	42	572	9	11	12	23	18	23	97	126	707	3	31	317	3172
137	13348	16725	16726	3	3	141	1	4	6	6	25	34	47	10	10	384	12	18	18	13	16	23	30	30	143	1	17	172	1725
138	13444	16845	16847	3	3	142	1	7	18	5	15	35	27	49	196	82	4	16	15	14	19	22	46	86	246	7	72	725	7253
139	13527	16953	16955	3	3	143	1	7	7	0	5	10	32	65	34	580	4	2	0	15	30	37	94	102	731	2	25	253	2535
140	13635	17086	17088	3	3	144	1	1	10	24	9	42	31	57	40	717	3	11	14	27	40	34	70	120	133	5	53	535	5359
141	13731	17207	17208	3	3	145	1	1	13	13	7	9	42	75	1	336	3	1	10	21	27	8	23	3	1008	3	35	359	3594
142	13822	17322	17329	87	3*29	146	1	1	17	10	24	34	5	67	203	526	2	16	0	11	34	22	72	91	357	5	59	594	5940
143	13921	17445	17447	3	3	147	1	2	9	21	29	8	16	19	199	976	6	8	5	25	24	48	57	95	910	9	94	940	9408
144	14016	17565	17567	3	3	148	1	12	4	20	3	1	9	81	160	789	2	12	2	9	3	27	41	229	349	4	40	408	4081
145	14115	17688	17690	3	3	149	1	16	8	20	10	18	56	42	125	516	14	5	2	30	11	50	25	124	539	0	8	81	812
146	14211	17809	17810	3	3	150	1	7	5	3	9	10	9	13	92	590	4	15	9	27	30	27	39	25	761	8	81	812	8128
147	14304	17927	17928	3	3	151	1	1	18	17	0	17	42	75	147	778	3	16	22	0	8	8	23	190	316	1	12	128	1284
148	14402	18049	18051	3	3	152	1	16	3	3	1	41	21	59	136	499	14	9	9	3	37	4	76	157	488	2	28	284	2848
149	14496	18168	18169	3	3	153	1	3	6	7	20	22	22	60	206	536	9	18	21	29	23	7	79	116	599	8	84	848	8481
150	14594	18290	18292	3	3	154	1	10	12	4	0	29	28	70	203	103	13	17	12	0	1	25	8	107	309	4	48	481	4811
151	14688	18408	18410	3	3	155	1	5	10	15	3	19	51	71	224	401	15	11	16	9	14	35	11	170	194	8	81	811	8111
152	14786	18531	18533	3	3	156	1	7	4	9	15	16	33	71	129	317	4	12	27	14	5	40	11	136	951	1	11	111	1117
153	14882	18652	18653	3	3	157	1	12	10	17	16	13	47	49	123	460	2	11	22	17	39	23	46	118	371	1	11	117	1174
154	14975	18770	18771	3	3	158	1	11	11	23	29	26	21	21	236	142	16	14	11	25	35	4	63	206	426	1	17	174	1745
155	15073	18892	18894	3	3	159	1	8	1	20	3	41	57	80	121	273	7	3	2	9	37	53	38	112	819	7	74	745	7450
156	15169	19013	19014	3	3	160	1	16	13	2	2	35	26	74	29	33	14	1	6	6	19	19	20	87	99	4	45	450	4502
157	15265	19133	19135	3	3	161	1	2	0	8	25	24	45	29	119	936	6	0	24	13	29	17	87	106	790	5	50	502	5028
158	15361	19254	19255	3	3	162	1	1	7	22	28	24	12	27	161	772	3	2	8	22	29	36	81	232	298	0	2	28	284
159	15452	19369	19371	3	3	163	1	1	1	12	16	27	2	83	179	280	3	3	7	17	38	6	47	35	840	2	28	284	2841
160	15550	19492	19494	3	3	164	1	10	5	25	20	27	18	41	112	269	13	15	17	29	38	54	22	85	807	8	84	841	8410
161	15649	19615	19616	3	3	165	1	3	1	5	14	18	53	58	199	529	9	3	15	11	11	41	73	95	578	4	41	410	4102
162	15744	19735	19737	3	3	166	1	11	18	7	22	19	7	63	210	304	16	16	21	4	14	21	88	128	912	1	10	102	1027
163	15840	19856	19857	3	3	167	1	7	14	17	25	6	28	33	226	821	4	4	22	13	18	25	99	176	445	0	2	27	270
164	15931	19972	19973	3	3	168	1	11	12	20	1	15	14	40	172	508	16	17	2	3	2	42	19	14	515	2	27	270	2701
165	16032	20097	20098	3	3	169	1	3	13	4	21	42	9	4	151	22	9	1	12	1	40	27	12	202	66	7	70	701	7019
166	16128	20217	20219	3	3	170	1	1	15	22	2	1	30	97	27	836	3	7	8	6	3	31	89	81	490	0	1	19	193
167	16224	20337	20339	3	3	171	1	6	2	5	30	27	3	72	117	640	1	6	15	28	38	9	14	100	911	1	19	193	1938
168	16317	20455	20457	3	3	172	1	14	9	5	12	15	29	65	116	305	8	8	15	5	2	28	94	97	915	9	93	938	9385
169	16413	20576	20577	3	3	173	1	10	10	27	24	0	10	51	87	613	13	11	23	10	0	30	52	10	830	3	38	385	3852
170	16511	20699	20700	3	3	174	1	14	6	15	15	23	13	95	208	992	8	18	16	14	26	39	83	122	958	8	85	852	8521
171	16607	20819	20821	3	3	175	1	4	12	18	12	27	23	7	33	116	12	17	25	5	38	10	21	99	348	5	52	521	5211
172	16701	20937	20939	3	3	176	1	16	15	27	5	3	20	23	11	738	14	7	23	15	9	1	69	33	196	2	21	211	2110
173	16799	21060	21061	3	3	177	1	9	7	6	18	29	1	2	45	319	10	2	18	23	1	3	6	135	957	1	11	110	1105
174	16892	21178	21180	3	3	178	1	8	7	23	7	21	31	39	93	471	7	2	11	21	20	34	16	28	404	1	10	105	1055
175	16991	21301	21302	3	3	179	1	1	14	21	22	6	24	24	184	170	3	4	5	4	18	13	72	50	510	0	5	55	555
176	17077	21411	21420	489	3*163	180	1	8	4	28	25	26	52	53	49	241	2	18	4	11	29	58	61	116	805	5	55	555	5559
177	17182	21541	21543	3	3	181	1	6	18	1	17	22	2	54	61	867	1	16	3	20	23	6	61	183	583	5	55	559	5596
178	17266	21650	21656	57	3*19	182	1	15	17	27	11	1	12	23	248	68	5	0	2	7	14	35	99	80	849	5	59	596	5964
179	17372	21780	21782	3	3	183	1	5	1	13	27	19	5	9	176	778	15	3	10	19	14	15	27	26	316	9	96	964	9644
180	17470	21903	21904	3	3	184	1	7	4	21	30	34	42	67	140	711	4	12	5	28	16	8	100	169	115	6	64	644	6446
181	17566	22023	22025	3	3	185	1	12	6	11	12	31	44	35	199	179	2	18	4	5	7	14	4	95	537	4	44	446	4462
182	17662	22144	22145	3	3	186	1	2	5	27	15	21	25	70	46	417	6	15	23	14	20	16	8	138	242	4	46	462	4622
183	17757	22264	22266	3	3	187	1	13	16	0	30	33	29	59	107	747	5	10	0	28	13	28	76	70	223	6	62	622	6229
184	17849	22380	22381	3	3	188	1	3	1	16	13	34	56	27	45	104	9	3	19	8	16	50	81	135	312	2	22	229	2294
185	17947	22502	22504	3	3	189	1	16	9	13	1	39	24	10	250	195	14	8	10	3	31	13	30	248	585	2	29	294	2948
186	18045	22625	22627	3	3	190	1	1	10	17	3	7	32	64	194	415	3	11	22	9	21	37	91	80	236	9	94	948	9489
187	18141	22746	22747	3	3	191	1	5	1	2	30	20	53	95	190	987	15	3	6	28	17	41	83	68	943	4	48	489	4895
188	18237	22866	22868	3	3	192	1	4	12	4	22	5	33	10	104	363	12	17	12	4	15	40	30	61	80	8	89	895	8954
189	18328	22982	22983	3	3	193	1	12	9	7	9	37	1	86	191	238	2	8	21	27	25	3	56	71	714	9	95	954	9549
190	18428	23107	23108	3	3	194	1	15	5	25	14	37	21	26	55	527	11	15	17	11	25	4	78	165	572	5	54	549	5493
191	18524	23227	23229	3	3	195	1	5	11	12	9	25	38	61	28	792	15	14	7	27	32	55	82	84	358	4	49	493	4930
192	18620	23348	23349	3	3	196	1	1	11	1	23	31	29	9	66	432	3	14	3	7	7	28	27	198	287	9	93	930	9303
193	18714	23466	23467	3	3	197	1	6	2	14	28	27	46	77	102	995	1	6	13	22	38	20	29	55	967	3	30	303	3038
194	18810	23586	23588	3	3	198	1	0	5	10	13	25	1	41	144	114	0	15	1	8	32	3	22	181	342	0	3	38	381
195	18908	23709	23710	3	3	199	1	2	18	8	14	9	9	12	185	851	6	16	24	11	27	27	36	53	535	3	38	381	3819
196	19004	23829	23831	3	3	200	1	13	6	19	20	33	8	30	165	223	5	18	28	29	13	24	90	244	669	8	81	819	8196
197	19095	23945	23947	3	3	201	1	3	8	23	13	14	1	8	179	116	9	5	11	8	42	3	24	35	348	1	19	196	1964
198	19195	24070	24072	3	3	202	1	14	13	11	23	40	19	76	163	495	8	1	4	7	34	57	26	238	476	9	96	964	9644
199	19289	24188	24190	3	3	203	1	3	15	4	26	25	40	53	46	508	9	7	12	16	32	2	58	138	515	6	64	644	6442
200	19387	24311	24312	3	3	204	1	10	7	8	20	21	39	80	44	852	13	2	24	29	20	58	38	132	538	4	44	442	4428
201	19478	24427	24430	15	3*5	205	1	12	16	25	5	20	35	52	183	833	10	12	27	13	42	53	73	235	387	4	42	428	4288
202	19579	24552	24553	3	3	206	1	1	8	16	18	13	25	48	57	327	3	5	19	23	39	16	43	171	981	2	28	288	2881
203	19675	24672	24674	3	3	207	1	9	5	28	30	24	8	100	116	820	10	15	26	28	29	24	98	97	442	8	88	881	8810
204	19768	24790	24792	3	3	208	1	4	18	12	30	34	29	85	190	990	12	16	7	28	16	28	53	68	952	8	81	810	8109
205	19866	24913	24914	3	3	209	1	4	3	10	1	14	38	69	215	515	12	9	1	3	42	55	5	143	536	1	10	109	1097
206	19962	25033	25035	3	3	210	1	7	11	6	5	20	27	17	3	616	4	14	18	15	17	22	51	9	839	0	9	97	975
207	20058	25154	25155	3	3	211	1	5	12	25	4	39	50	67	26	509	15	17	17	12	31	32	100	78	518	9	97	975	9756
208	20154	25274	25276	3	3	212	1	1	12	3	2	28	53	69	232	735	3	17	9	6	41	41	5	194	187	7	75	756	7566
209	20240	25385	25391	87	3*29	213	1	14	14	24	18	3	2	24	232	268	11	2	0	16	3	56	68	104	109	5	56	566	5665
210	20343	25512	25514	3	3	214	1	16	2	23	0	15	26	51	61	640	14	6	11	0	2	19	52	183	911	6	66	665	6659
211	20441	25635	25637	3	3	215	1	10	17	22	14	2	39	16	6	468	13	13	8	11	6	58	48	18	395	6	65	659	6593
212	20531	25749	25757	219	3*73	216	1	12	6	21	23	12	34	22	240	550	10	3	17	15	5	12	71	101	379	5	59	593	5933
213	20633	25876	25878	3	3	217	1	16	13	0	15	32	49	16	162	628	14	1	0	14	10	29	48	235	875	9	93	933	9334
214	20724	25992	25993	3	3	218	1	3	0	23	21	21	47	82	221	222	9	0	11	1	20	23	44	161	666	3	33	334	3344
